214283.15578998183, 3655.0301377726746
276669.2844663639, 3655.0301377726746
357218.4322418323, 3655.0301377726746
425203.87139095075, 3655.0301377726746
682969.8339849301, 23.573478760045987
883859.592525822, 60.65063667675611
1141185.363503421, 176.4155620498904
1456414.1266699112, 353.0582663605052
1795067.9904601877, 547.1871412169919
2161665.42340974, 738.6445177956371
2573071.3303828803, 930.1018943742822
3027407.9874586887, 1117.1067738231916
3561968.5370964133, 1304.111653272101
4190918.406711097, 1497.4772429063473
4930924.265273598, 1698.4756847629978
5734601.3875898, 1896.2937715269804
6592253.74169017, 2089.2353138155377
8031297.469844526, 2202.706528546081
10369519.321883569, 2203.5160734787596
13388488.145365387, 2205.9447082767974
17286395.75802723, 2215.6592474689487
22319135.294344857, 2237.5169606512886
28817100.294371482, 2286.899201544724
37206874.65818975, 2384.854138398914
46936171.03640507, 2547.842518178339
56521702.005633645, 2753.081433491881
64974943.566206224, 2958.6595866819744
72134648.67067157, 3149.671713547646
79158527.61650093, 3352.260332950631
85863239.7093974, 3554.10686949866
92060347.69304334, 3747.048411787217
98704726.79633173, 3960.768274014542
105828658.44069263, 4189.329793340987
112809719.41707368, 4434.217135476463
117490107.36930132, 4621.222014925373
123077366.20795305, 4806.000645809414
128930327.93878183, 4999.684270952927
135061628.10077754, 5184.462901836968
480747.6957618161, 23.076923076923094
265972.4178511247, 15.384615384615415
154718.58457345146, 23.076923076923094
